row_type,omega,phi,beta,eta,score,all_pass,index,normalized_distance_from_frozen
local_perturbation,0.19255007635424662,0.1624999999999998,0.9678592346868947,1.8,2.1633355768060043,True,204,1.4586850591259075
local_perturbation,0.1868319483077296,0.16004533940399446,1.0,1.6853080132586225,4.335212600824237,False,205,2.8761990854275097
local_perturbation,0.19534984143631537,0.1624999999999998,1.0,1.7945690515229986,2.383311679475484,True,206,1.605724115235813
local_perturbation,0.18132935578911552,0.15426235918955447,0.9969330673628016,1.7655012445171603,2.8237435054358597,False,207,1.2262982924151231
local_perturbation,0.17985953716437542,0.14130945392484964,0.9965931128906318,1.8,2.4554059963464563,True,208,1.5359750954320395
local_perturbation,0.18927039509394622,0.1624999999999998,1.0,1.8,2.0644002782720596,True,209,0.5867325156577036
local_perturbation,0.19156800115345132,0.1624999999999998,1.0,1.8,2.218084130811321,True,210,0.969666858908554
local_perturbation,0.18497953661949945,0.15284932352083008,1.0,1.8,1.8721786180769466,True,211,0.5513117939157482
local_perturbation,0.1860885840824924,0.1624999999999998,0.970337018379893,1.8,1.9188589597825239,True,212,0.849390367296012
local_perturbation,0.1925931181100403,0.1624999999999998,0.9957963169194755,1.8,2.2668800802937623,True,213,1.1468262372175937
local_perturbation,0.17815146013388944,0.15679578491637677,0.9698711921357809,1.7875187342794074,2.9202554639874982,False,214,1.5945639743405886
local_perturbation,0.18251060162287272,0.14474469732267262,1.0,1.8,2.1065116566547557,True,215,1.1244945226210308
local_perturbation,0.19099092780121443,0.1624999999999998,0.9871680224186664,1.7547667451709938,2.28238143498561,True,216,1.4751870583060738
local_perturbation,0.1859781945345065,0.13615777466416015,0.9334833112702675,1.8,2.5762868745747265,True,217,2.398950790365142
local_perturbation,0.17317449449423375,0.1624999999999998,1.0,1.8,2.862016300754966,False,218,2.0959175842943747
local_perturbation,0.17399941903989358,0.1573901432623686,1.0,1.7798756420407074,3.340579307473074,False,219,2.0418510446543707
local_perturbation,0.18610640619215096,0.14684070409452302,1.0,1.8,1.8790083335656036,True,220,0.8719864802077991
local_perturbation,0.18603678201444446,0.15226010885800756,0.9963987015720807,1.799374225291585,1.8686693120122935,True,221,0.5802966581896851
local_perturbation,0.18033934462991413,0.14856484500634282,1.0,1.8,2.208495005602353,True,222,1.1885062578739565
local_perturbation,0.17948488454802622,0.15816306154423626,0.954580204133461,1.6753077396281117,6.961022480452969,False,223,3.5426012889233416
local_perturbation,0.18314130006600368,0.1624999999999998,1.0,1.7952799539166802,1.9179692900158651,True,224,0.4505117193498878
local_perturbation,0.18431185839820297,0.1624999999999998,0.9658072466624326,1.8,2.026826454342561,True,225,1.0059100358603767
local_perturbation,0.1777175837112008,0.1624999999999998,0.9448915800105541,1.8,2.8287403248464056,False,226,2.0667237914213255
local_perturbation,0.17664869779721806,0.14376167688404756,1.0,1.7906387307241955,3.0366605312540544,False,227,1.8545687871668552
local_perturbation,0.19138290570133826,0.13929093358313283,1.0,1.8,1.9630602236653845,True,228,1.594964494848518
local_perturbation,0.1887100031902518,0.1624999999999998,1.0,1.8,2.0325657135133457,True,229,0.4933338650419672
local_perturbation,0.1932470995073073,0.13161506011796956,1.0,1.7570433536348435,2.4125073428412427,True,230,2.378793849478367
