times,worst_case_minimum_information_eigenvalue,median_minimum_information_eigenvalue,all_sampled_clocks_monotone
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.5234943972864351, 1.0947728947252522]",3.7421558201971726e-05,3.80012310560589e-05,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.5234943972864351, 1.4]",4.9858240911921627e-05,5.0663860410595134e-05,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.6694467498530259, 0.8560912078750774]",4.167282227177114e-05,4.270635593556576e-05,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.6694467498530259, 1.0947728947252522]",6.277751389322077e-05,6.389280297824056e-05,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.6694467498530259, 1.4]",8.396001856962983e-05,8.54878917611954e-05,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.8560912078750774, 1.0947728947252522]",9.292490636088876e-05,9.527564752292704e-05,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.8560912078750774, 1.4]",0.0001274542374568886,0.00013011001437838074,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 1.0947728947252522, 1.4]",0.00017669054526986235,0.00018152479410965652,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 0.4093624833498013, 0.5234943972864351]",2.935575990246527e-06,2.997294260180553e-06,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 0.4093624833498013, 0.6694467498530259]",6.525051950005965e-06,6.6723741563007786e-06,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 0.4093624833498013, 0.8560912078750774]",1.137010602553972e-05,1.1635222854022118e-05,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 0.4093624833498013, 1.0947728947252522]",1.7402991679066227e-05,1.781642917867313e-05,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 0.4093624833498013, 1.4]",2.427494749808695e-05,2.485856570610628e-05,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 0.5234943972864351, 0.6694467498530259]",1.606225537890245e-05,1.6793109397301056e-05,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 0.5234943972864351, 0.8560912078750774]",3.4808230365340935e-05,3.5932054266594325e-05,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 0.5234943972864351, 1.0947728947252522]",5.561794436771099e-05,5.718368173979875e-05,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 0.5234943972864351, 1.4]",7.865770347447816e-05,8.073487951060454e-05,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 0.6694467498530259, 0.8560912078750774]",6.288484579505059e-05,6.637524784326262e-05,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 0.6694467498530259, 1.0947728947252522]",0.0001124166485168185,0.00011604871121051416,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 0.6694467498530259, 1.4]",0.00016012905601768264,0.00016450232772473165,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 0.8560912078750774, 1.0947728947252522]",0.00017174763165146503,0.0001819394892300637,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 0.8560912078750774, 1.4]",0.0002635991926678269,0.00027204455520887994,True
"[0.035, 0.15307069035205895, 0.3201135363491284, 1.0947728947252522, 1.4]",0.0003649446182587602,0.0003882205250264706,True
"[0.035, 0.15307069035205895, 0.4093624833498013, 0.5234943972864351, 0.6694467498530259]",9.337497634715721e-06,9.765917137809439e-06,True
"[0.035, 0.15307069035205895, 0.4093624833498013, 0.5234943972864351, 0.8560912078750774]",2.242921491941777e-05,2.353754985288199e-05,True
"[0.035, 0.15307069035205895, 0.4093624833498013, 0.5234943972864351, 1.0947728947252522]",3.98983848523593e-05,4.188865020374596e-05,True
"[0.035, 0.15307069035205895, 0.4093624833498013, 0.5234943972864351, 1.4]",6.0839786283108716e-05,6.387561646068712e-05,True
"[0.035, 0.15307069035205895, 0.4093624833498013, 0.6694467498530259, 0.8560912078750774]",5.7910708598009573e-05,6.333411169795128e-05,True
"[0.035, 0.15307069035205895, 0.4093624833498013, 0.6694467498530259, 1.0947728947252522]",0.00013197555282310993,0.0001405680874607595,True
"[0.035, 0.15307069035205895, 0.4093624833498013, 0.6694467498530259, 1.4]",0.0002092601530694408,0.0002208234097605677,True
"[0.035, 0.15307069035205895, 0.4093624833498013, 0.8560912078750774, 1.0947728947252522]",0.0002208666437004073,0.00024727400661596685,True
"[0.035, 0.15307069035205895, 0.4093624833498013, 0.8560912078750774, 1.4]",0.000410670987279314,0.00043771332721453715,True
"[0.035, 0.15307069035205895, 0.4093624833498013, 1.0947728947252522, 1.4]",0.000564397389473929,0.0006424463393161681,True
"[0.035, 0.15307069035205895, 0.5234943972864351, 0.6694467498530259, 0.8560912078750774]",2.7362531577593653e-05,3.0048734119826507e-05,True
"[0.035, 0.15307069035205895, 0.5234943972864351, 0.6694467498530259, 1.0947728947252522]",7.04714152168435e-05,7.754204494560431e-05,True
"[0.035, 0.15307069035205895, 0.5234943972864351, 0.6694467498530259, 1.4]",0.0001261920962275653,0.0001385985054175996,True
"[0.035, 0.15307069035205895, 0.5234943972864351, 0.8560912078750774, 1.0947728947252522]",0.00017426779416092203,0.00020701141757543338,True
"[0.035, 0.15307069035205895, 0.5234943972864351, 0.8560912078750774, 1.4]",0.00041594458492837225,0.0004691475799692588,True
"[0.035, 0.15307069035205895, 0.5234943972864351, 1.0947728947252522, 1.4]",0.0006063106583332847,0.0007628759622863838,True
"[0.035, 0.15307069035205895, 0.6694467498530259, 0.8560912078750774, 1.0947728947252522]",6.968002987857411e-05,8.358710425792708e-05,True
"[0.035, 0.15307069035205895, 0.6694467498530259, 0.8560912078750774, 1.4]",0.00018774147843463553,0.00022444617641962655,True
"[0.035, 0.15307069035205895, 0.6694467498530259, 1.0947728947252522, 1.4]",0.0004109869783779327,0.0005670478076178208,True
"[0.035, 0.15307069035205895, 0.8560912078750774, 1.0947728947252522, 1.4]",0.000144488558800587,0.0002016353683787771,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013]",9.20270132068803e-07,9.350715877910779e-07,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351]",2.1877938257055035e-06,2.2118786881264533e-06,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284, 0.6694467498530259]",3.749547945851312e-06,3.783717473162378e-06,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284, 0.8560912078750774]",5.652070978504799e-06,5.7035830019046324e-06,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284, 1.0947728947252522]",7.839528484716108e-06,7.913319292757188e-06,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284, 1.4]",1.0181394304233771e-05,1.0281454584903696e-05,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351]",4.362109681595712e-06,4.441008336717852e-06,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013, 0.6694467498530259]",8.226101211630242e-06,8.312812111160336e-06,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013, 0.8560912078750774]",1.2369215143844456e-05,1.249655479732864e-05,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013, 1.0947728947252522]",1.7049288306793785e-05,1.723339548550346e-05,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013, 1.4]",2.2072593523005355e-05,2.232646459280485e-05,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.5234943972864351, 0.6694467498530259]",1.3527681216666678e-05,1.375921484263295e-05,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.5234943972864351, 0.8560912078750774]",2.1421493668774968e-05,2.168216936125598e-05,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.5234943972864351, 1.0947728947252522]",2.961231696252688e-05,2.998546633695963e-05,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.5234943972864351, 1.4]",3.8380356123634605e-05,3.889936340210416e-05,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.6694467498530259, 0.8560912078750774]",3.249347798792067e-05,3.303344895619477e-05,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.6694467498530259, 1.0947728947252522]",4.6192893111217225e-05,4.68851754360904e-05,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.6694467498530259, 1.4]",6.012012625596217e-05,6.107642435392184e-05,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.8560912078750774, 1.0947728947252522]",6.610297142942842e-05,6.738209804128086e-05,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 0.8560912078750774, 1.4]",8.743052060045825e-05,8.906360544781769e-05,True
"[0.035, 0.1957474171359199, 0.25032258773548044, 1.0947728947252522, 1.4]",0.00011866378145876594,0.0001213775058529015,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013, 0.5234943972864351]",3.7345865129803233e-06,3.8017311777650604e-06,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013, 0.6694467498530259]",7.560353240431365e-06,7.683287902015412e-06,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013, 0.8560912078750774]",1.2262839664437832e-05,1.2461424584479022e-05,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013, 1.0947728947252522]",1.786013406373964e-05,1.8155870745469832e-05,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013, 1.4]",2.405174961387251e-05,2.4476587135712052e-05,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 0.5234943972864351, 0.6694467498530259]",1.543834781455468e-05,1.598698832291772e-05,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 0.5234943972864351, 0.8560912078750774]",3.007689871074595e-05,3.082383630072172e-05,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 0.5234943972864351, 1.0947728947252522]",4.581489686515857e-05,4.682974044894742e-05,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 0.5234943972864351, 1.4]",6.2966088647888e-05,6.44033907750445e-05,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 0.6694467498530259, 0.8560912078750774]",5.163598865440164e-05,5.392679210394343e-05,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 0.6694467498530259, 1.0947728947252522]",8.659748381956353e-05,8.892631746484343e-05,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 0.6694467498530259, 1.4]",0.00012043883942292971,0.0001235652222816212,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 0.8560912078750774, 1.0947728947252522]",0.0001317070746023112,0.0001380996870710224,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 0.8560912078750774, 1.4]",0.00019490726815121867,0.0002007231522442143,True
"[0.035, 0.1957474171359199, 0.3201135363491284, 1.0947728947252522, 1.4]",0.0002727760088306123,0.0002873199145917801,True
"[0.035, 0.1957474171359199, 0.4093624833498013, 0.5234943972864351, 0.6694467498530259]",1.1275646884514416e-05,1.1648527429796543e-05,True
"[0.035, 0.1957474171359199, 0.4093624833498013, 0.5234943972864351, 0.8560912078750774]",2.3324404253166863e-05,2.418748131400465e-05,True
"[0.035, 0.1957474171359199, 0.4093624833498013, 0.5234943972864351, 1.0947728947252522]",3.8531928631477e-05,4.003569440665452e-05,True
"[0.035, 0.1957474171359199, 0.4093624833498013, 0.5234943972864351, 1.4]",5.634118787897459e-05,5.861325515570701e-05,True
"[0.035, 0.1957474171359199, 0.4093624833498013, 0.6694467498530259, 0.8560912078750774]",5.250217793762621e-05,5.671432679207574e-05,True
"[0.035, 0.1957474171359199, 0.4093624833498013, 0.6694467498530259, 1.0947728947252522]",0.0001111012179780929,0.00011755393619280219,True
"[0.035, 0.1957474171359199, 0.4093624833498013, 0.6694467498530259, 1.4]",0.00017202267841745551,0.0001807913675957939,True
"[0.035, 0.1957474171359199, 0.4093624833498013, 0.8560912078750774, 1.0947728947252522]",0.00018590185566742806,0.00020597513946796133,True
"[0.035, 0.1957474171359199, 0.4093624833498013, 0.8560912078750774, 1.4]",0.00033404761920891604,0.00035493490520968054,True
"[0.035, 0.1957474171359199, 0.4093624833498013, 1.0947728947252522, 1.4]",0.00046972370045847997,0.0005297266591905819,True
"[0.035, 0.1957474171359199, 0.5234943972864351, 0.6694467498530259, 0.8560912078750774]",3.049846877345719e-05,3.275458391172845e-05,True
"[0.035, 0.1957474171359199, 0.5234943972864351, 0.6694467498530259, 1.0947728947252522]",6.830501605758894e-05,7.402236176065483e-05,True
"[0.035, 0.1957474171359199, 0.5234943972864351, 0.6694467498530259, 1.4]",0.0001159505736276949,0.00012594460587543306,True
"[0.035, 0.1957474171359199, 0.5234943972864351, 0.8560912078750774, 1.0947728947252522]",0.0001571257157883913,0.0001842717621957331,True
"[0.035, 0.1957474171359199, 0.5234943972864351, 0.8560912078750774, 1.4]",0.00035949790432691957,0.00040376780179318976,True
"[0.035, 0.1957474171359199, 0.5234943972864351, 1.0947728947252522, 1.4]",0.0005345705916774153,0.0006679124880289086,True
"[0.035, 0.1957474171359199, 0.6694467498530259, 0.8560912078750774, 1.0947728947252522]",7.374337383486675e-05,8.562392566067401e-05,True
"[0.035, 0.1957474171359199, 0.6694467498530259, 0.8560912078750774, 1.4]",0.00017731798983064198,0.00020834563833983897,True
"[0.035, 0.1957474171359199, 0.6694467498530259, 1.0947728947252522, 1.4]",0.00037576340725298496,0.0005119216070361678,True
"[0.035, 0.1957474171359199, 0.8560912078750774, 1.0947728947252522, 1.4]",0.0001501438560318128,0.0002001173676210319,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013, 0.5234943972864351]",4.092220913596661e-06,4.194410049153708e-06,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013, 0.6694467498530259]",8.930416933353969e-06,9.077711586050517e-06,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013, 0.8560912078750774]",1.4305440946910463e-05,1.450488923544136e-05,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013, 1.0947728947252522]",2.0329802916246742e-05,2.0618253028736596e-05,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013, 1.4]",2.678028604455122e-05,2.7176464224810755e-05,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351, 0.6694467498530259]",1.6322688973283184e-05,1.6789403388788713e-05,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351, 0.8560912078750774]",2.886609012908644e-05,2.9351543398148826e-05,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351, 1.0947728947252522]",4.1190749211329976e-05,4.188379570703941e-05,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351, 1.4]",5.4224215879447444e-05,5.518719910109848e-05,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 0.6694467498530259, 0.8560912078750774]",4.478545401166672e-05,4.609370356233939e-05,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 0.6694467498530259, 1.0947728947252522]",6.788406490216744e-05,6.926037603585371e-05,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 0.6694467498530259, 1.4]",8.998526268974988e-05,9.187977808324396e-05,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 0.8560912078750774, 1.0947728947252522]",9.80600919859832e-05,0.00010105778086176738,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 0.8560912078750774, 1.4]",0.00013473552448147797,0.00013810402086372823,True
"[0.035, 0.25032258773548044, 0.3201135363491284, 1.0947728947252522, 1.4]",0.00018433675639413673,0.00019061988887078795,True
"[0.035, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351, 0.6694467498530259]",1.417894881106717e-05,1.4570843468549962e-05,True
"[0.035, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351, 0.8560912078750774]",2.6606731327669117e-05,2.729347638434687e-05,True
"[0.035, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351, 1.0947728947252522]",4.077450451104357e-05,4.1850840075160003e-05,True
"[0.035, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351, 1.4]",5.6594551437135436e-05,5.814452201986122e-05,True
"[0.035, 0.25032258773548044, 0.4093624833498013, 0.6694467498530259, 0.8560912078750774]",4.9918235022229196e-05,5.2957222532435893e-05,True
"[0.035, 0.25032258773548044, 0.4093624833498013, 0.6694467498530259, 1.0947728947252522]",9.359961407137033e-05,9.770172163168954e-05,True
"[0.035, 0.25032258773548044, 0.4093624833498013, 0.6694467498530259, 1.4]",0.00013737574980915158,0.0001428206776624221,True
"[0.035, 0.25032258773548044, 0.4093624833498013, 0.8560912078750774, 1.0947728947252522]",0.00015005647259707267,0.0001626757243486446,True
"[0.035, 0.25032258773548044, 0.4093624833498013, 0.8560912078750774, 1.4]",0.0002488985980139944,0.00026160284639327783,True
"[0.035, 0.25032258773548044, 0.4093624833498013, 1.0947728947252522, 1.4]",0.0003528946364293926,0.00038852893543586393,True
"[0.035, 0.25032258773548044, 0.5234943972864351, 0.6694467498530259, 0.8560912078750774]",3.6815820038647886e-05,3.8736617186520366e-05,True
"[0.035, 0.25032258773548044, 0.5234943972864351, 0.6694467498530259, 1.0947728947252522]",7.080827646012703e-05,7.51524305781132e-05,True
"[0.035, 0.25032258773548044, 0.5234943972864351, 0.6694467498530259, 1.4]",0.0001111653461627941,0.00011853143293472532,True
"[0.035, 0.25032258773548044, 0.5234943972864351, 0.8560912078750774, 1.0947728947252522]",0.00014252416501841302,0.0001631325632825128,True
"[0.035, 0.25032258773548044, 0.5234943972864351, 0.8560912078750774, 1.4]",0.0002980410176844298,0.00033018992878961503,True
"[0.035, 0.25032258773548044, 0.5234943972864351, 1.0947728947252522, 1.4]",0.0004470300798442151,0.0005454761398987701,True
